## emapper-2.1.13	
## /usr/local/bin/emapper.py -i /inputs/GCA_000499845.2_P._vulgaris_v2.0_protein.faa --itype proteins -o /outputs/pvul_eggnog -m diamond --cpu 12 --data_dir /eggnog_db	
##	
#query	KEGG_ko
ESW03268.1	ko:K01738,ko:K14831
KAK8463993.1	-
KAK8463994.1	-
KAK8463995.1	ko:K14431
KAK8463996.1	ko:K14431
KAK8463997.1	ko:K14431
KAK8463998.1	ko:K14431
KAK8463999.1	-
KAK8464002.1	-
KAK8464004.1	ko:K12581
KAK8464005.1	ko:K12581
KAK8464006.1	ko:K12581
KAK8464007.1	-
KAK8464008.1	ko:K06620,ko:K12590
KAK8464009.1	ko:K12619
KAK8464011.1	ko:K08857
KAK8464012.1	-
KAK8464013.1	-
KAK8464014.1	-
KAK8464015.1	-
KAK8464016.1	-
KAK8464017.1	-
KAK8464018.1	-
KAK8464019.1	-
KAK8464020.1	-
KAK8464021.1	-
KAK8464022.1	-
KAK8464023.1	-
KAK8464024.1	-
KAK8464025.1	-
KAK8464026.1	-
KAK8464027.1	-
KAK8464028.1	ko:K00901
KAK8464029.1	ko:K00901
KAK8464030.1	ko:K00901
KAK8464031.1	ko:K00901
KAK8464032.1	ko:K00901
KAK8464033.1	-
KAK8464034.1	-
KAK8464035.1	-
KAK8464036.1	ko:K17605
KAK8464037.1	ko:K12951
KAK8464038.1	ko:K04532
KAK8464039.1	ko:K04532
KAK8464040.1	ko:K01681
KAK8464041.1	ko:K03868
KAK8464042.1	-
KAK8464043.1	ko:K12742
KAK8464044.1	ko:K12742
KAK8464045.1	-
KAK8464046.1	-
KAK8464047.1	-
KAK8464048.1	ko:K01637
KAK8464049.1	ko:K15341
KAK8464050.1	-
KAK8464051.1	ko:K17871
KAK8464052.1	-
KAK8464053.1	-
KAK8464054.1	ko:K22312
KAK8464055.1	ko:K13648
KAK8464056.1	-
KAK8464058.1	-
KAK8464059.1	ko:K19241
KAK8464060.1	ko:K19241
KAK8464061.1	ko:K19241
KAK8464062.1	ko:K19241
KAK8464063.1	ko:K11000
KAK8464064.1	-
KAK8464065.1	ko:K07052
KAK8464066.1	-
KAK8464067.1	ko:K03935
KAK8464068.1	ko:K02128
KAK8464069.1	-
KAK8464070.1	-
KAK8464071.1	ko:K08288
KAK8464072.1	ko:K08288
KAK8464073.1	ko:K08288
KAK8464074.1	-
KAK8464075.1	-
KAK8464076.1	ko:K14544
KAK8464077.1	ko:K14544
KAK8464078.1	ko:K17560
KAK8464079.1	ko:K17560
KAK8464080.1	ko:K13259,ko:K13262,ko:K16040
KAK8464081.1	-
KAK8464082.1	-
KAK8464083.1	-
KAK8464084.1	-
KAK8464085.1	ko:K09422
KAK8464086.1	-
KAK8464087.1	ko:K03028
KAK8464088.1	-
KAK8464089.1	-
KAK8464090.1	-
KAK8464091.1	-
KAK8464092.1	-
KAK8464093.1	-
KAK8464094.1	-
KAK8464095.1	-
KAK8464096.1	-
KAK8464097.1	ko:K13259,ko:K13262,ko:K16040
KAK8464099.1	ko:K10695
KAK8464100.1	ko:K10695
KAK8464101.1	ko:K10695
KAK8464102.1	ko:K10695
KAK8464103.1	ko:K10695
KAK8464104.1	-
KAK8464105.1	ko:K16812
KAK8464106.1	ko:K17506
KAK8464107.1	ko:K17506
KAK8464108.1	ko:K17506
KAK8464109.1	-
KAK8464110.1	-
KAK8464111.1	-
KAK8464112.1	ko:K13259,ko:K13262,ko:K16040
KAK8464113.1	ko:K13259,ko:K13262,ko:K16040
KAK8464114.1	-
KAK8464115.1	ko:K10084
KAK8464116.1	ko:K04427
KAK8464117.1	ko:K04427
KAK8464118.1	ko:K04427
KAK8464119.1	ko:K04427
KAK8464120.1	ko:K04427
KAK8464121.1	ko:K04427
KAK8464124.1	ko:K05391
KAK8464125.1	-
KAK8464126.1	-
KAK8464127.1	-
KAK8464128.1	-
KAK8464129.1	-
KAK8464130.1	ko:K19025
KAK8464131.1	-
KAK8464132.1	-
KAK8464133.1	-
KAK8464134.1	-
KAK8464135.1	-
KAK8464136.1	-
KAK8464137.1	ko:K22038
KAK8464138.1	ko:K22038
KAK8464139.1	ko:K10712
KAK8464140.1	ko:K10712
KAK8464141.1	ko:K10712
KAK8464142.1	ko:K02690
KAK8464143.1	ko:K03083,ko:K14502
KAK8464144.1	-
KAK8464145.1	-
KAK8464146.1	-
KAK8464147.1	-
KAK8464148.1	-
KAK8464149.1	-
KAK8464150.1	-
KAK8464151.1	-
KAK8464152.1	-
KAK8464153.1	ko:K21843
KAK8464154.1	ko:K21843
KAK8464155.1	ko:K21843
KAK8464156.1	ko:K21843
KAK8464157.1	ko:K21843
KAK8464158.1	ko:K21843
KAK8464159.1	ko:K21843
KAK8464160.1	ko:K21843
KAK8464161.1	ko:K21843
KAK8464162.1	ko:K17193
KAK8464163.1	-
KAK8464164.1	ko:K16292
KAK8464165.1	ko:K14488
KAK8464166.1	ko:K16292
KAK8464170.1	-
KAK8464171.1	ko:K16292
KAK8464172.1	ko:K16292
KAK8464173.1	-
KAK8464174.1	-
KAK8464175.1	-
KAK8464176.1	ko:K10260,ko:K12862
KAK8464177.1	-
KAK8464178.1	ko:K20365,ko:K20367
KAK8464179.1	ko:K03522
KAK8464180.1	ko:K03522
KAK8464181.1	ko:K10260,ko:K12862
KAK8464182.1	-
KAK8464183.1	-
KAK8464184.1	-
KAK8464185.1	-
KAK8464186.1	-
KAK8464187.1	ko:K02184
KAK8464188.1	-
KAK8464189.1	-
KAK8464190.1	ko:K15803
KAK8464191.1	ko:K15803
KAK8464192.1	-
KAK8464193.1	ko:K00565
KAK8464194.1	-
KAK8464195.1	-
KAK8464196.1	-
KAK8464197.1	ko:K15803
KAK8464198.1	-
KAK8464199.1	ko:K15803
KAK8464200.1	-
KAK8464201.1	-
KAK8464202.1	-
KAK8464203.1	-
KAK8464204.1	-
KAK8464205.1	-
KAK8464206.1	-
KAK8464207.1	-
KAK8464208.1	ko:K15803
KAK8464209.1	-
KAK8464210.1	ko:K01082
KAK8464211.1	ko:K01082
KAK8464212.1	ko:K10635,ko:K19041
KAK8464213.1	ko:K20241
KAK8464214.1	ko:K20241
KAK8464215.1	ko:K20241
KAK8464216.1	ko:K20241
KAK8464217.1	ko:K20241
KAK8464218.1	-
KAK8464219.1	-
KAK8464220.1	ko:K19939
KAK8464221.1	-
KAK8464222.1	-
KAK8464223.1	ko:K05115,ko:K05117,ko:K13912
KAK8464224.1	ko:K05115,ko:K05117,ko:K13912
KAK8464225.1	ko:K05115,ko:K05117,ko:K13912
KAK8464226.1	ko:K05115,ko:K05117,ko:K13912
KAK8464227.1	ko:K05115,ko:K05117,ko:K13912
KAK8464228.1	-
KAK8464229.1	-
KAK8464230.1	-
KAK8464231.1	ko:K15078,ko:K19613
KAK8464232.1	ko:K11450
KAK8464233.1	-
KAK8464234.1	-
KAK8464235.1	ko:K12486
KAK8464236.1	ko:K02730
KAK8464237.1	ko:K00901
KAK8464238.1	ko:K00901
KAK8464239.1	ko:K18416,ko:K18418
KAK8464240.1	-
KAK8464241.1	ko:K10581
KAK8464242.1	ko:K10581
KAK8464243.1	ko:K10581
KAK8464244.1	-
KAK8464245.1	-
KAK8464246.1	-
KAK8464247.1	ko:K10580
KAK8464248.1	ko:K06692
KAK8464250.1	-
KAK8464251.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
KAK8464252.1	-
KAK8464253.1	-
KAK8464254.1	-
KAK8464255.1	-
KAK8464256.1	-
KAK8464257.1	ko:K11254
KAK8464258.1	-
KAK8464259.1	ko:K11254
KAK8464262.1	ko:K11254
KAK8464263.1	ko:K08838
KAK8464264.1	ko:K08838
KAK8464265.1	ko:K08838
KAK8464266.1	ko:K08838
KAK8464267.1	ko:K03353
KAK8464268.1	ko:K03353
KAK8464269.1	-
KAK8464270.1	-
KAK8464271.1	-
KAK8464272.1	-
KAK8464273.1	-
KAK8464274.1	-
KAK8464275.1	-
KAK8464276.1	-
KAK8464277.1	-
KAK8464278.1	ko:K10639
KAK8464279.1	ko:K10639
KAK8464280.1	ko:K10639
KAK8464281.1	-
KAK8464282.1	ko:K00764
KAK8464283.1	ko:K11380
KAK8464284.1	ko:K11593
KAK8464285.1	ko:K11593
KAK8464286.1	ko:K11593
KAK8464287.1	ko:K11593
KAK8464288.1	ko:K11593
KAK8464289.1	ko:K19038
KAK8464290.1	-
KAK8464291.1	-
KAK8464292.1	-
KAK8464293.1	-
KAK8464294.1	-
KAK8464295.1	-
KAK8464296.1	-
KAK8464297.1	-
KAK8464298.1	ko:K08472
KAK8464299.1	ko:K08472
KAK8464300.1	-
KAK8464301.1	ko:K19613
KAK8464302.1	-
KAK8464303.1	-
KAK8464304.1	-
KAK8464305.1	-
KAK8464306.1	-
KAK8464307.1	-
KAK8464309.1	-
KAK8464310.1	-
KAK8464311.1	ko:K08241,ko:K21483
KAK8464312.1	-
KAK8464313.1	-
KAK8464314.1	-
KAK8464315.1	ko:K01749
KAK8464316.1	ko:K01749
KAK8464317.1	ko:K12735
KAK8464318.1	ko:K13237
KAK8464319.1	ko:K21852
KAK8464320.1	-
KAK8464321.1	ko:K21852
KAK8464322.1	ko:K14537
KAK8464323.1	-
KAK8464324.1	ko:K22378
KAK8464325.1	-
KAK8464326.1	ko:K21777
KAK8464327.1	-
KAK8464328.1	ko:K09291,ko:K16280,ko:K20478
KAK8464329.1	ko:K09291,ko:K16280,ko:K20478
KAK8464330.1	ko:K09291,ko:K16280,ko:K20478
KAK8464331.1	ko:K09291,ko:K16280,ko:K20478
KAK8464332.1	ko:K07052
KAK8464333.1	-
KAK8464334.1	ko:K13356
KAK8464335.1	-
KAK8464336.1	-
KAK8464337.1	-
KAK8464338.1	ko:K21867
KAK8464339.1	ko:K17868
KAK8464340.1	ko:K17868
KAK8464341.1	ko:K02868
KAK8464342.1	-
KAK8464343.1	-
KAK8464344.1	-
KAK8464345.1	-
KAK8464346.1	-
KAK8464347.1	-
KAK8464348.1	ko:K13993,ko:K20478
KAK8464349.1	ko:K01164
KAK8464350.1	ko:K01164
KAK8464351.1	ko:K14442
KAK8464352.1	ko:K22312
KAK8464353.1	ko:K01051
KAK8464354.1	-
KAK8464355.1	-
KAK8464356.1	ko:K00306,ko:K11420
KAK8464357.1	ko:K00306,ko:K11420
KAK8464358.1	-
KAK8464359.1	ko:K15451
KAK8464360.1	ko:K12180
KAK8464361.1	-
KAK8464362.1	-
KAK8464363.1	-
KAK8464364.1	-
KAK8464365.1	-
KAK8464366.1	-
KAK8464367.1	-
KAK8464368.1	-
KAK8464369.1	-
KAK8464370.1	-
KAK8464371.1	-
KAK8464372.1	-
KAK8464373.1	-
KAK8464374.1	-
KAK8464375.1	-
KAK8464376.1	-
KAK8464377.1	-
KAK8464378.1	-
KAK8464379.1	-
KAK8464380.1	ko:K19613
KAK8464381.1	-
KAK8464382.1	-
KAK8464383.1	-
KAK8464384.1	-
KAK8464385.1	-
KAK8464386.1	-
KAK8464387.1	-
KAK8464388.1	-
KAK8464389.1	-
KAK8464390.1	ko:K19613
KAK8464391.1	ko:K19613
KAK8464392.1	ko:K19613
KAK8464393.1	ko:K19613
KAK8464394.1	-
KAK8464395.1	-
KAK8464396.1	-
KAK8464397.1	ko:K19613
KAK8464398.1	ko:K22312
KAK8464399.1	ko:K01469
KAK8464400.1	-
KAK8464401.1	ko:K19613
KAK8464402.1	-
KAK8464403.1	ko:K19613
KAK8464404.1	ko:K19613
KAK8464405.1	ko:K19613
KAK8464406.1	ko:K19613
KAK8464407.1	-
KAK8464408.1	-
KAK8464409.1	-
KAK8464410.1	ko:K19613
KAK8464411.1	ko:K18416,ko:K18417
KAK8464412.1	-
KAK8464413.1	ko:K19613
KAK8464414.1	ko:K19613
KAK8464415.1	ko:K01188,ko:K01237
KAK8464416.1	ko:K01188,ko:K01237
KAK8464417.1	ko:K19613
KAK8464418.1	ko:K19613
KAK8464419.1	ko:K19613
KAK8464420.1	ko:K19613
KAK8464421.1	-
KAK8464422.1	ko:K12486
KAK8464424.1	ko:K07766
KAK8464425.1	ko:K07766
KAK8464426.1	ko:K14492
KAK8464427.1	ko:K17412
KAK8464428.1	-
KAK8464429.1	-
KAK8464430.1	-
KAK8464431.1	-
KAK8464432.1	ko:K00889
KAK8464433.1	ko:K01381
KAK8464434.1	ko:K15542
KAK8464435.1	-
KAK8464436.1	-
KAK8464437.1	-
KAK8464438.1	-
KAK8464439.1	-
KAK8464440.1	-
KAK8464441.1	ko:K01379,ko:K01381
KAK8464442.1	-
KAK8464443.1	-
KAK8464444.1	-
KAK8464445.1	ko:K06674
KAK8464446.1	ko:K08064
KAK8464447.1	ko:K08064
KAK8464448.1	-
KAK8464449.1	ko:K13096
KAK8464450.1	-
KAK8464451.1	-
KAK8464452.1	ko:K19045
KAK8464453.1	ko:K02739
KAK8464454.1	-
KAK8464455.1	ko:K01188
KAK8464456.1	-
KAK8464457.1	ko:K02925
KAK8464458.1	-
KAK8464459.1	ko:K15631
KAK8464460.1	-
KAK8464461.1	-
KAK8464462.1	-
KAK8464463.1	-
KAK8464464.1	-
KAK8464465.1	-
KAK8464466.1	-
KAK8464467.1	-
KAK8464468.1	ko:K21805
KAK8464469.1	ko:K07300
KAK8464471.1	ko:K14684
KAK8464472.1	ko:K10802,ko:K11296
KAK8464473.1	-
KAK8464474.1	-
KAK8464475.1	ko:K01988
KAK8464476.1	ko:K19033
KAK8464477.1	ko:K14638
KAK8464478.1	ko:K14638
KAK8464479.1	ko:K14638
KAK8464480.1	ko:K13508
KAK8464481.1	-
KAK8464482.1	-
KAK8464483.1	-
KAK8464484.1	-
KAK8464485.1	-
KAK8464486.1	-
KAK8464487.1	ko:K21373
KAK8464488.1	-
KAK8464489.1	-
KAK8464490.1	-
KAK8464491.1	-
KAK8464492.1	-
KAK8464493.1	-
KAK8464494.1	ko:K00512,ko:K11818,ko:K12156
KAK8464495.1	-
KAK8464496.1	-
KAK8464497.1	-
KAK8464498.1	-
KAK8464499.1	ko:K05658
KAK8464500.1	-
KAK8464501.1	ko:K07025,ko:K18551
KAK8464502.1	-
KAK8464503.1	ko:K08269
KAK8464504.1	ko:K08269
KAK8464505.1	ko:K08269
KAK8464506.1	ko:K00761
KAK8464507.1	-
KAK8464508.1	-
KAK8464509.1	ko:K00002
KAK8464510.1	ko:K00059,ko:K00167
KAK8464511.1	-
KAK8464512.1	-
KAK8464513.1	ko:K01184,ko:K01213
KAK8464514.1	ko:K16241
KAK8464515.1	-
KAK8464516.1	-
KAK8464517.1	-
KAK8464518.1	-
KAK8464519.1	-
KAK8464520.1	-
KAK8464521.1	-
KAK8464522.1	-
KAK8464523.1	-
KAK8464524.1	-
KAK8464525.1	-
KAK8464526.1	-
KAK8464527.1	-
KAK8464528.1	-
KAK8464529.1	-
KAK8464530.1	-
KAK8464531.1	-
KAK8464532.1	-
KAK8464533.1	-
KAK8464537.1	-
KAK8464538.1	-
KAK8464539.1	ko:K03022
KAK8464540.1	-
KAK8464541.1	-
KAK8464542.1	ko:K13456
KAK8464543.1	ko:K13456
KAK8464544.1	ko:K17961
KAK8464545.1	-
KAK8464546.1	ko:K13459
KAK8464547.1	ko:K13459
KAK8464548.1	-
KAK8464549.1	-
KAK8464550.1	ko:K17686
KAK8464551.1	-
KAK8464552.1	-
KAK8464553.1	-
KAK8464554.1	-
KAK8464555.1	-
KAK8464556.1	-
KAK8464557.1	-
KAK8464558.1	-
KAK8464559.1	-
KAK8464560.1	ko:K10838
KAK8464561.1	-
KAK8464562.1	-
KAK8464563.1	-
KAK8464564.1	-
KAK8464565.1	-
KAK8464566.1	-
KAK8464567.1	-
KAK8464568.1	-
KAK8464569.1	-
KAK8464570.1	-
KAK8464571.1	-
KAK8464572.1	-
KAK8464573.1	-
KAK8464574.1	-
KAK8464575.1	-
KAK8464576.1	-
KAK8464577.1	-
KAK8464578.1	-
KAK8464579.1	-
KAK8464580.1	-
KAK8464581.1	-
KAK8464582.1	-
KAK8464583.1	-
KAK8464584.1	-
KAK8464585.1	-
KAK8464586.1	-
KAK8464587.1	-
KAK8464588.1	-
KAK8464589.1	-
KAK8464590.1	-
KAK8464591.1	-
KAK8464592.1	-
KAK8464593.1	-
KAK8464594.1	-
KAK8464596.1	-
KAK8464597.1	-
KAK8464598.1	-
KAK8464599.1	-
KAK8464600.1	-
KAK8464601.1	-
KAK8464602.1	-
KAK8464603.1	-
KAK8464604.1	-
KAK8464605.1	ko:K16569
KAK8464606.1	ko:K16569
KAK8464607.1	ko:K16569
KAK8464608.1	ko:K16569
KAK8464609.1	ko:K00454
KAK8464610.1	-
KAK8464611.1	ko:K13484
KAK8464612.1	-
KAK8464613.1	ko:K11453
KAK8464614.1	-
KAK8464615.1	-
KAK8464616.1	-
KAK8464617.1	-
KAK8464618.1	-
KAK8464619.1	-
KAK8464620.1	-
KAK8464621.1	-
KAK8464622.1	-
KAK8464623.1	-
KAK8464624.1	-
KAK8464625.1	-
KAK8464626.1	ko:K01885
KAK8464627.1	ko:K03686
KAK8464628.1	-
KAK8464630.1	ko:K00948
KAK8464631.1	ko:K00948
KAK8464633.1	-
KAK8464634.1	-
KAK8464635.1	-
KAK8464636.1	-
KAK8464637.1	ko:K03260
KAK8464638.1	ko:K03260
KAK8464639.1	ko:K03260
KAK8464640.1	ko:K03260
KAK8464641.1	ko:K03260
KAK8464642.1	ko:K03260
KAK8464643.1	ko:K03260
KAK8464644.1	ko:K03260
KAK8464645.1	-
KAK8464646.1	ko:K20661
KAK8464647.1	-
KAK8464648.1	-
KAK8464654.1	-
KAK8464655.1	-
KAK8464656.1	-
KAK8464657.1	ko:K03847
KAK8464658.1	ko:K03847
KAK8464659.1	-
KAK8464660.1	-
KAK8464661.1	-
KAK8464662.1	ko:K02214
KAK8464663.1	ko:K02214
KAK8464664.1	ko:K02214
KAK8464665.1	ko:K02214
KAK8464666.1	-
KAK8464667.1	-
KAK8464668.1	-
KAK8464669.1	ko:K13199
KAK8464670.1	ko:K14164
KAK8464671.1	ko:K14164
KAK8464672.1	-
KAK8464673.1	-
KAK8464674.1	-
KAK8464675.1	-
KAK8464676.1	-
KAK8464677.1	-
KAK8464678.1	-
KAK8464679.1	-
KAK8464680.1	-
KAK8464681.1	ko:K10635,ko:K19041
KAK8464682.1	ko:K08237
KAK8464683.1	ko:K20177
KAK8464684.1	ko:K22038
KAK8464685.1	ko:K22038
KAK8464686.1	-
KAK8464687.1	ko:K01530,ko:K14802
KAK8464688.1	ko:K01530,ko:K14802
KAK8464689.1	-
KAK8464690.1	-
KAK8464691.1	ko:K07407
KAK8464692.1	ko:K02866
KAK8464693.1	ko:K02866
KAK8464694.1	ko:K07466
KAK8464696.1	-
KAK8464697.1	-
KAK8464698.1	ko:K18187
KAK8464699.1	ko:K22038
KAK8464700.1	ko:K22038
KAK8464702.1	ko:K03043
KAK8464703.1	ko:K15255
KAK8464704.1	-
KAK8464705.1	ko:K08241,ko:K21483
KAK8464706.1	ko:K08241,ko:K21483
KAK8464707.1	ko:K14685
KAK8464708.1	ko:K14685
KAK8464709.1	-
KAK8464710.1	-
KAK8464711.1	-
KAK8464712.1	ko:K20799
KAK8464713.1	ko:K20799
KAK8464714.1	-
KAK8464715.1	-
KAK8464716.1	-
KAK8464717.1	-
KAK8464718.1	-
KAK8464719.1	-
KAK8464720.1	-
KAK8464721.1	-
KAK8464722.1	-
KAK8464723.1	ko:K01265
KAK8464724.1	ko:K01265
KAK8464725.1	ko:K01265
KAK8464726.1	-
KAK8464727.1	-
KAK8464728.1	ko:K19704
KAK8464729.1	ko:K19704
KAK8464730.1	ko:K02875
KAK8464731.1	-
KAK8464732.1	-
KAK8464733.1	-
KAK8464734.1	-
KAK8464735.1	ko:K10398
KAK8464736.1	-
KAK8464737.1	-
KAK8464738.1	-
KAK8464739.1	ko:K17756
KAK8464740.1	ko:K04711
KAK8464741.1	ko:K00981
KAK8464742.1	-
KAK8464743.1	-
KAK8464744.1	-
KAK8464745.1	ko:K13347,ko:K13348
KAK8464746.1	-
KAK8464747.1	ko:K05909
KAK8464748.1	-
KAK8464749.1	ko:K10863
KAK8464750.1	ko:K10863
KAK8464751.1	-
KAK8464752.1	-
KAK8464753.1	-
KAK8464754.1	ko:K11446
KAK8464755.1	-
KAK8464756.1	-
KAK8464757.1	-
KAK8464758.1	ko:K05610
KAK8464759.1	ko:K08876
KAK8464760.1	-
KAK8464761.1	ko:K06965
KAK8464762.1	-
KAK8464763.1	-
KAK8464766.1	-
KAK8464767.1	-
KAK8464768.1	ko:K00827
KAK8464769.1	ko:K00512,ko:K11818,ko:K12156
KAK8464771.1	-
KAK8464772.1	ko:K14638
KAK8464773.1	-
KAK8464774.1	-
KAK8464775.1	-
KAK8464776.1	-
KAK8464777.1	ko:K12382
KAK8464778.1	ko:K22133
KAK8464779.1	ko:K00512,ko:K11818,ko:K12156
KAK8464780.1	-
KAK8464781.1	ko:K00512,ko:K11818,ko:K12156
KAK8464782.1	ko:K01409
KAK8464783.1	ko:K01409
KAK8464784.1	ko:K00499
KAK8464785.1	ko:K06110
KAK8464786.1	ko:K10635,ko:K19041
KAK8464787.1	ko:K11000
KAK8464788.1	-
KAK8464789.1	-
KAK8464790.1	-
KAK8464791.1	ko:K12734
KAK8464792.1	ko:K02969,ko:K10669
KAK8464793.1	ko:K02969,ko:K10669
KAK8464794.1	ko:K02969,ko:K10669
KAK8464795.1	ko:K15292
KAK8464796.1	ko:K15292
KAK8464797.1	ko:K14423,ko:K20028
KAK8464798.1	ko:K16465
KAK8464799.1	ko:K16465
KAK8464800.1	-
KAK8464801.1	-
KAK8464802.1	ko:K01490
KAK8464803.1	-
KAK8464804.1	-
KAK8464805.1	ko:K22366
KAK8464806.1	ko:K00232
KAK8464807.1	ko:K09422
KAK8464808.1	ko:K00799
KAK8464809.1	-
KAK8464810.1	-
KAK8464811.1	ko:K08495
KAK8464812.1	-
KAK8464813.1	-
KAK8464814.1	ko:K02954
KAK8464816.1	-
KAK8464817.1	-
KAK8464818.1	-
KAK8464819.1	-
KAK8464820.1	-
KAK8464821.1	-
KAK8464822.1	-
KAK8464823.1	-
KAK8464824.1	-
KAK8464825.1	-
KAK8464826.1	ko:K19613
KAK8464827.1	-
KAK8464828.1	-
KAK8464829.1	-
KAK8464830.1	-
KAK8464832.1	ko:K00142
KAK8464833.1	ko:K01598
KAK8464834.1	ko:K01598
KAK8464835.1	-
KAK8464836.1	-
KAK8464837.1	-
KAK8464838.1	-
KAK8464839.1	-
KAK8464840.1	-
KAK8464841.1	ko:K15919
KAK8464843.1	ko:K15919
KAK8464844.1	-
KAK8464845.1	ko:K09260
KAK8464846.1	ko:K09260
KAK8464847.1	ko:K09260
KAK8464848.1	-
KAK8464849.1	-
KAK8464850.1	ko:K01115
KAK8464851.1	-
KAK8464852.1	ko:K13335
KAK8464853.1	-
KAK8464855.1	ko:K13459
KAK8464856.1	ko:K13459
KAK8464857.1	ko:K13459
KAK8464858.1	ko:K13459
KAK8464859.1	ko:K13459
KAK8464860.1	ko:K14569
KAK8464861.1	ko:K15523
KAK8464862.1	ko:K14491
KAK8464863.1	ko:K14491
KAK8464864.1	ko:K13459
KAK8464865.1	ko:K13459
KAK8464866.1	-
KAK8464867.1	-
KAK8464868.1	ko:K14777
KAK8464869.1	-
KAK8464870.1	-
KAK8464871.1	ko:K03517
KAK8464872.1	ko:K00028
KAK8464873.1	ko:K15095
KAK8464874.1	ko:K15095
KAK8464875.1	-
KAK8464876.1	-
KAK8464877.1	-
KAK8464878.1	-
KAK8464879.1	ko:K15440
KAK8464880.1	ko:K15440
KAK8464881.1	ko:K13667
KAK8464882.1	ko:K13667
KAK8464883.1	-
KAK8464884.1	-
KAK8464885.1	-
KAK8464886.1	-
KAK8464887.1	-
KAK8464888.1	-
KAK8464889.1	-
KAK8464890.1	-
KAK8464891.1	ko:K08994
KAK8464892.1	ko:K12614
KAK8464893.1	-
KAK8464894.1	-
KAK8464895.1	-
KAK8464896.1	-
KAK8464897.1	-
KAK8464898.1	-
KAK8464899.1	-
KAK8464900.1	-
KAK8464901.1	-
KAK8464902.1	-
KAK8464903.1	ko:K15456
KAK8464904.1	-
KAK8464905.1	-
KAK8464906.1	-
KAK8464907.1	-
KAK8464908.1	-
KAK8464909.1	-
KAK8464910.1	-
KAK8464911.1	-
KAK8464912.1	-
KAK8464913.1	ko:K22038
KAK8464914.1	ko:K22038
KAK8464915.1	ko:K22038
KAK8464916.1	ko:K22038
KAK8464917.1	-
KAK8464918.1	-
KAK8464919.1	-
KAK8464920.1	-
KAK8464921.1	ko:K13425
KAK8464922.1	ko:K18674
KAK8464923.1	ko:K00606
KAK8464924.1	-
KAK8464925.1	-
KAK8464926.1	ko:K02890
KAK8464927.1	-
KAK8464928.1	ko:K17255
KAK8464929.1	-
KAK8464930.1	-
KAK8464931.1	-
KAK8464932.1	-
KAK8464933.1	-
KAK8464934.1	-
KAK8464935.1	ko:K02184
KAK8464936.1	ko:K02184
KAK8464937.1	ko:K16240
KAK8464938.1	-
KAK8464939.1	-
KAK8464940.1	-
KAK8464941.1	-
KAK8464942.1	ko:K05391
KAK8464943.1	ko:K03844
KAK8464944.1	ko:K03844
KAK8464945.1	ko:K03844
KAK8464946.1	-
KAK8464947.1	ko:K22155,ko:K22156
KAK8464948.1	ko:K22155,ko:K22156
KAK8464949.1	-
KAK8464950.1	ko:K05909
KAK8464951.1	ko:K08867
KAK8464952.1	ko:K12893
KAK8464953.1	ko:K12893
KAK8464954.1	ko:K12893
KAK8464955.1	ko:K12893
KAK8464956.1	-
KAK8464957.1	-
KAK8464958.1	-
KAK8464959.1	-
KAK8464960.1	ko:K09338
KAK8464963.1	ko:K14488
KAK8464964.1	-
KAK8464965.1	-
KAK8464966.1	-
KAK8464967.1	-
KAK8464968.1	-
KAK8464969.1	-
KAK8464970.1	-
KAK8464971.1	-
KAK8464972.1	-
KAK8464973.1	-
KAK8464974.1	-
KAK8464975.1	-
KAK8464976.1	-
KAK8464977.1	ko:K12128,ko:K12130
KAK8464978.1	ko:K12128,ko:K12130
KAK8464979.1	-
KAK8464980.1	ko:K12133,ko:K12134
KAK8464981.1	ko:K12133,ko:K12134
KAK8464982.1	ko:K12133,ko:K12134
KAK8464983.1	ko:K12133,ko:K12134
KAK8464984.1	ko:K12133,ko:K12134
KAK8464985.1	ko:K12133,ko:K12134
KAK8464986.1	ko:K08269
KAK8464987.1	-
KAK8464988.1	-
KAK8464989.1	ko:K08908
KAK8464990.1	-
KAK8464991.1	-
KAK8464992.1	-
KAK8464993.1	-
KAK8464994.1	ko:K01051
KAK8464995.1	ko:K01051
KAK8464996.1	-
KAK8464997.1	ko:K11975
KAK8464998.1	ko:K11975
KAK8464999.1	ko:K17424
KAK8465000.1	ko:K17424
KAK8465001.1	-
KAK8465002.1	ko:K05658
KAK8465003.1	ko:K09512
KAK8465004.1	ko:K09512
KAK8465005.1	ko:K09512
KAK8465006.1	ko:K20790
KAK8465007.1	-
KAK8465008.1	-
KAK8465009.1	ko:K04123
KAK8465010.1	-
KAK8465011.1	-
KAK8465012.1	-
KAK8465013.1	-
KAK8465014.1	-
KAK8465015.1	-
KAK8465016.1	-
KAK8465017.1	-
KAK8465018.1	-
KAK8465019.1	-
KAK8465020.1	-
KAK8465021.1	-
KAK8465022.1	-
KAK8465023.1	-
KAK8465024.1	-
KAK8465025.1	-
KAK8465026.1	-
KAK8465027.1	-
KAK8465028.1	-
KAK8465029.1	-
KAK8465030.1	-
KAK8465031.1	-
KAK8465032.1	-
KAK8465033.1	-
KAK8465034.1	-
KAK8465035.1	-
KAK8465036.1	-
KAK8465037.1	-
KAK8465038.1	ko:K14572
KAK8465039.1	ko:K14572
KAK8465040.1	-
KAK8465041.1	-
KAK8465042.1	-
KAK8465043.1	-
